-1.0042899	2.156724	1.4205197	1.4372246	2.5279942	-0.2379878	-2.2883508	-0.5560471	-4.828417	1.3631773	2.3758013	1.7686235	6.622159	0.3769758	-0.35942328	1.2439368	-2.3631794	1.4305173	2.8965757	1.0748003	-2.3958921	0.22884388	-1.730251	0.84381497	2.1704202	-0.69542265	-0.892983	1.4050537	-1.209047	0.9615553	-0.20999342	1.1327442	2.809097	-0.16725199	-1.2642957	2.1042495	-2.0667999	-2.6368458	-0.018889356	-1.7855188	1.2539508	-2.9636028	0.33882374	-0.57962644	-0.33723563	1.2930267	0.6841892	2.1088622	-2.7084622	1.0227321	-1.2941573	0.68345445	0.028057683	0.70211	-1.6507931	-3.2960427	-0.94556165	-0.9541407	-0.46054557	0.93516105	-3.857251	-3.1269047	3.388875	-1.443068	4.0494843	-1.8825351	1.866287	-0.6405611	-0.11171124	-2.3996391	-1.2689052	-2.4121556	1.966793	-1.7999854	1.4921827	0.68724984	0.60258424	0.35880783	-2.766647	4.3527927	3.445656	-3.126452	1.8922222	-0.86926746	2.4374917	-1.1038554	1.8504876	-2.3137245	-3.8975952	1.5994904	0.07707299	-0.6507641	-1.4886788	1.894816	-1.5538961	-3.6097689	-0.87920934	-4.1103086	1.8995141	0.17999814
-1.7488213	-4.2221127	-2.4648342	0.01559633	1.4742178	-3.6454177	-4.0786414	-2.1802285	1.2754602	1.6956193	-0.6132121	-3.0975268	-1.45745	-2.4199986	-2.468037	2.5573485	1.2383934	3.405585	-0.5038963	4.615643	-2.8995516	-1.4922305	-3.3979888	-0.6837336	-1.3077579	2.027884	-2.2824924	1.3134394	2.320486	1.279561	-0.115351416	-0.31709582	0.21812268	1.2372694	-4.533572	1.0827948	2.5453432	1.0695206	1.3010881	1.219015	-2.6567993	-1.1828563	-1.1860908	1.9444312	1.6199354	1.8109806	-0.41187778	-2.6215088	-3.3006518	-3.5909483	3.1577137	-3.5525348	2.884987	0.44803876	0.47856852	-0.2346754	0.0764569	-1.6091603	-1.5199773	1.1146976	-4.0641294	-2.0961063	1.1680142	-2.387336	6.772671	-3.1311917	3.686676	-1.4423817	1.4071417	1.9417106	-2.228392	0.7294782	3.1136339	-3.8879519	3.0254877	0.9596078	0.8126556	1.5127803	1.3330022	5.289663	-1.0806338	-2.9142823	0.10636426	0.9848135	-4.206172	-0.32894793	2.8847818	-2.2967987	0.92047274	0.853171	-0.033229467	1.2026155	2.3419855	1.2440755	-3.3152888	-1.3463199	1.0126652	-2.320353	-0.5096866	1.1502597
-1.2893302	-0.2027038	1.8811545	1.3934419	-0.86153835	-0.4954006	-1.6509998	-3.9376156	-4.0025883	4.8474736	-0.1587784	-1.0122099	4.939368	0.37346694	0.280552	0.6042054	-2.750924	-0.50431657	4.5430307	1.7775416	-1.8642124	-2.8814132	-0.30785546	-0.5718408	-2.0269783	-4.26312	0.2596888	1.050399	-0.77237016	-0.19538094	0.67503244	-1.7807701	1.1768926	-2.467126	-4.3234625	2.229954	-1.4922583	-0.99904424	1.903636	-0.34021738	-5.9836636	-4.519271	1.0088165	1.0727135	3.2539837	-1.5110714	0.27131736	3.0432973	-0.3846828	-2.2559206	0.36150843	-3.2222793	0.48940083	-0.6314723	-1.4999665	0.47607958	1.5642449	-0.9156479	0.0054495106	1.6911511	-3.9100044	-1.1086855	4.223479	-2.497344	2.5515165	-2.2068584	3.2171977	-2.4011228	-0.34252715	-3.2592232	1.8966517	-2.2994015	1.586204	-2.0628803	0.03209345	-2.5649436	1.8896935	-2.039907	-1.950239	2.2604215	4.125965	-0.84675366	-1.9007134	1.9126772	-2.5264258	-0.419106	0.22566833	-2.361108	-1.4455683	1.6943185	0.8298153	0.9563541	0.61821204	0.13512404	-1.0985452	-3.5349073	-1.507468	-2.8944688	2.216376	-0.83622205
-0.10841227	-0.35744506	-2.2373993	3.5948038	1.2759367	1.0538806	-3.718144	-1.3810587	-4.329264	4.5647707	1.0503497	-0.7170049	2.0320969	-2.704842	0.0056936606	-0.37211305	0.29395685	1.7330996	3.0655336	0.03989998	-0.398402	-0.30540168	1.2690061	0.071653225	-0.597098	1.0334781	0.9481851	1.8964773	1.2864169	2.624462	1.098677	-0.62449443	0.65647626	1.5179282	-3.608112	0.0801635	0.20016481	-0.7742917	0.96551144	-0.24978912	0.6638303	-2.0777118	-4.419146	-0.27895823	-0.095461376	-1.6364871	-0.05184242	2.8483253	1.8370792	-2.2761314	0.88877165	1.1314466	0.44699562	1.0425656	-0.7842593	-2.1630762	-1.0079608	3.0746133	1.5794021	-1.238183	-3.734655	-0.7290446	-0.86084515	-0.13833717	1.5554069	0.54056245	-0.53901935	-1.0700198	-0.7364166	-3.8935807	0.9502784	-1.2701563	0.06533812	0.14607465	-1.445959	0.95412296	-0.22629535	1.7236905	-0.7430384	3.2429972	-0.433592	-1.33358	-0.7286961	1.8586282	-0.4494881	-1.7518382	0.8933937	2.9233797	-0.6579409	-0.7378334	0.67268974	2.0943413	0.8990197	2.91826	1.8170384	-2.921237	0.64962447	1.1820933	-1.7876993	-2.0051808
-2.4366803	-2.7113	4.398559	-1.7315791	-0.35210907	-1.6313483	-3.2055597	-1.2595085	-1.8342791	2.3819969	2.4162145	3.109976	1.1019442	-3.1977746	0.75093216	2.2229211	-0.9668121	3.0787742	-1.0494893	-0.35311773	1.9823109	-1.4647915	-0.15222159	1.090532	1.533646	1.2831132	-0.7009396	-3.211942	0.9724106	3.768877	2.5597658	-2.4557726	-2.3936067	2.949673	-1.7230994	1.1543977	2.169407	-1.8544369	-2.1606271	1.1517674	-2.8469303	-4.876159	0.5952006	3.0219965	-1.7203015	2.321188	-2.9324195	-0.18505824	3.1130447	-2.243042	1.1787996	-4.0005107	-1.0728769	-0.19308263	-1.6780529	0.5275223	-2.8000631	-0.65340674	5.0699725	0.96817195	-1.3886551	-0.7168859	1.6624014	1.1049981	4.430273	2.4884255	2.4086988	-0.18556847	2.5737836	1.530782	-4.8298416	-0.35558808	-2.9281685	-0.37342983	1.6518645	1.8917748	0.3196062	-1.4847505	-2.1003919	0.10749215	-2.182503	5.3801017	0.25152013	-1.4728714	0.8508932	2.6321356	0.5678132	-0.816826	3.438078	1.200706	2.14467	0.41787985	2.4664586	-1.568828	-2.6428623	-2.027433	-2.5437872	0.6491204	0.5626049	-2.0210755
-2.3592277	-1.3330525	3.0801659	4.970927	2.1554053	-1.3039485	-1.975123	-0.21711764	-1.9516954	-0.29867828	-0.7606831	0.49051246	3.547803	0.724601	-2.433067	0.4630775	0.1753403	1.2719246	5.877359	2.940255	-4.4826303	-3.3700125	-0.36788467	3.218075	0.050761662	-1.7460952	-0.90860724	-1.447523	-4.9604883	-0.33725387	0.57648784	1.0946972	-0.38571435	-0.24661073	-3.6573982	0.31903282	-6.2370477	-1.864966	-2.2206569	-1.7620932	-4.0960493	-5.35175	0.14659251	-0.45105678	-1.9326023	1.4836152	-0.9555983	0.9884762	0.35076147	-2.0205967	-0.1999924	-1.3093133	-1.3900816	-0.8485017	-1.4436102	-0.7723451	2.7922366	-0.058230747	0.7571508	1.0843521	-3.482884	-1.2849565	0.33756807	-2.3182178	3.148102	0.3134738	0.21841094	0.33274713	-2.4821048	-3.0716946	0.06771216	-0.7707932	3.3582335	-0.28899696	-0.15310517	-2.3136015	0.6937774	-0.9480783	-3.0591767	3.4069495	1.7073339	0.91985756	-1.0506635	-1.6609218	-0.5000468	-0.5556892	0.92291623	-1.1551481	-2.7281828	3.8878257	-0.48465315	0.25903863	-0.56647885	0.32261467	0.9606506	-3.240416	-2.050233	-1.8114324	1.8261238	-0.17523177
-1.0423034	2.4335053	-0.34657896	1.3653231	4.938152	-0.5481469	4.704543	-3.4378564	1.9330914	-2.66099	-0.05358106	2.9346058	2.8789425	-3.910368	-0.31927958	0.21423864	0.14040114	2.8546727	-2.4201918	1.2799771	3.5218253	2.2100534	-0.124194056	0.03134855	1.7833352	-0.58387417	1.2850372	-2.4598644	-1.5165682	3.2379544	2.9554348	-0.2978222	2.7868521	0.35539755	-0.8629498	2.755239	0.4341514	1.1437297	0.26489004	-2.828484	-2.9858265	-1.2461134	1.623575	1.5842515	0.51381487	0.7789036	-1.663419	0.69655377	0.8913445	1.9632292	0.6260914	0.27359992	-0.6504173	3.9964433	0.016374413	5.460538	-1.1006529	1.7686622	4.2536473	-1.8187002	-2.0625358	1.0044233	-0.94525963	3.9528015	0.22963175	0.3935133	2.4327295	-1.9237216	-0.5491502	-0.13470715	0.3024742	0.5120029	1.101649	-0.51725715	0.45845908	2.6683033	0.29209724	-1.920891	-3.063278	-0.20965213	-0.028271219	1.9487797	3.9506927	-0.91847944	1.584775	1.6968924	-2.179501	5.0848684	-1.6947078	-0.24795261	2.64768	3.3295114	-2.9329515	-1.24832	3.9744534	-0.928952	-4.440193	4.1334305	-2.14605	-0.18608053
-1.4299524	-1.3698449	0.4330189	2.6643944	3.0156248	-4.1574597	-0.566777	0.2849249	-3.1654084	2.0472558	-0.05318504	-1.7120323	1.0607095	4.129151	1.3145931	-1.027827	1.9660414	2.9129088	2.995685	3.24995	-2.3861437	-4.766572	-0.9842025	1.2450322	0.16839527	-1.960904	2.9113493	1.104771	-0.7029285	3.2159934	0.08241893	3.5945156	0.19404212	0.35672948	-0.17810924	2.7334805	-4.7483397	3.3116004	-0.73507375	-1.7198305	-4.015014	-3.7356825	-3.1535375	2.3936043	0.2550676	-4.2842	-5.968722	2.528515	-1.594932	-2.1727805	4.2908707	-1.4790367	-5.763805	-1.1431346	0.9933315	-0.967777	1.6481822	4.685738	-2.2383265	4.402421	-2.1288676	-1.5267938	6.8203263	-4.7534328	4.7228556	-2.1904626	2.1293454	-0.90250957	1.9810363	-0.003749204	0.941616	3.2759297	1.1931396	0.41555014	3.6963594	0.07879737	0.29168823	-0.36760026	1.0801377	5.488607	-0.709109	-4.173663	-0.6032763	-3.5372164	-0.19288844	4.985779	0.1376778	-3.170105	0.9924403	0.08743457	1.2618285	-1.8485558	3.6680374	2.5090966	0.78872424	-2.8959887	0.37519395	-1.0832665	1.4583769	0.6585649
-0.40182993	-0.7488745	-2.5849805	-0.9999893	2.4136147	0.6605123	0.31273952	1.5410553	-0.07333235	1.3489002	1.1626313	-1.9319811	-1.3242842	-2.1612592	-2.7726018	-0.46681437	-0.59777737	0.7387946	-2.4675322	4.3666244	-3.0397909	0.104380645	-3.5775905	1.8934501	-0.9119419	3.6150074	-2.6804318	-2.0479953	3.1577647	3.4124649	0.20757379	-3.0513725	-1.9681541	0.008727031	0.07152766	1.3858657	3.8527598	-0.81035006	-2.9874923	0.9850612	-3.0240197	0.03348612	2.3732357	2.9125006	1.8940552	5.313747	-1.6023438	0.121335015	-4.453822	-1.5050955	3.8203058	-3.6474748	2.8002865	2.664805	0.6931891	-0.47719204	-1.8458272	2.2987192	2.8619897	2.8802311	-0.7961096	2.5746822	-0.3090761	-1.2207508	0.30679885	2.93657	-0.15409902	-3.1629224	0.85356134	5.30222	-0.22526826	0.1967824	4.0006447	2.358579	-0.54558253	-0.68897444	-2.6919315	1.6776997	3.5135844	0.8961831	-0.4367185	4.128775	2.1476955	-0.28421676	-1.8340176	2.3987567	1.5385761	1.0223548	1.2844331	-5.263393	-3.7700534	1.0758449	2.508762	-2.1471038	-4.3432617	-1.5672866	-1.4295315	-0.03675067	3.5847266	3.25614
-2.806187	-0.23902455	-2.5437553	1.2143284	0.22851454	-1.437543	-2.2492275	-0.8480319	-0.98404104	2.893059	2.5007179	1.9072491	2.9039032	-2.2225459	0.9235143	-0.05819877	-0.7428896	-0.42058396	2.505052	-0.92496055	0.5176517	0.087066494	3.4416459	1.3870063	-1.4646987	-0.83579427	-0.8617802	0.041170046	-0.04083899	0.8730698	-1.7845454	-2.2913337	0.039274327	0.30182076	-2.3031747	0.16065922	-0.47770736	0.55203587	-1.1364151	-0.79041535	3.5083804	-4.0405354	-1.771251	-1.323514	-0.627609	-1.1880829	0.53335375	2.061316	5.1518655	-1.2370815	2.0634787	3.6942418	0.059897844	-2.0200279	0.34095612	-1.8109401	-2.1435049	3.7432704	1.7167994	-0.7541612	-3.0865562	-0.09254955	-2.1750355	3.6353967	-1.5670276	0.6911616	-1.526747	0.24416892	2.657527	0.6236316	-0.7901398	0.43832037	2.1748962	-2.157177	-3.4485276	1.4234084	0.77306366	0.9333942	-0.4341178	2.7936234	-3.245341	4.4562564	0.7606876	1.3073881	2.90252	-2.144532	0.6217934	2.9291973	1.5536989	-0.39101148	-1.0364068	-0.06277494	0.07982087	2.848245	-1.237824	-0.44190443	-1.8465636	2.34027	-4.0134254	-2.074367
